ESTADO,MUNICÍPIO,REGIONAL,Com qual gênero você se identifica?,Qual é a sua idade?,Qual é o seu grau de escolaridade?,Quantas pessoas vivem na sua casa?,Qual a renda mensal da sua família?,Faixa Renda,Renda Per Capita,Faixa Renda Per Capita,Salário utilizado para pagar a conta,"De 1 a 10, qual nota você dá para o fornecimento de energia sem interrupção, ou seja, não faltar luz na sua casa?","De 1 a 10, que nota você dá para a variação da energia, ou seja, sem ficar alternando luz forte com luz fraca na sua casa?","De 1 a 10, qual nota você atribui para a rapidez na volta da energia quando falta energia na sua casa, ou seja, o tempo que leva para a energia voltar, quando falta?","Alguma vez você recebeu algum aviso da EMPRESA DE ENERGIA, informando que você ficaria sem energia, por causa da realização de serviços para melhorar a rede elétrica?","Caso sim, como você ficou sabendo que a falta de energia aconteceu por causa de um serviço de melhoria da rede elétrica que tinha sido programado pela EMPRESA DE ENERGIA? (Citar os possíveis canais para medir qual o meio de comunicação mais eficaz)","De 1 a 10, como você avalia o aviso recebido?",A EMPRESA DE ENERGIA fornece orientações para evitar o desperdício de energia?,"A EMPRESA DE ENERGIA orienta o cliente sobre a medição do consumo de energia, ou seja, como se faz a leitura do medidor?",A EMPRESA DE ENERGIA informa aos clientes sobre os riscos e perigos da rede elétrica?,A EMPRESA DE ENERGIA esclarece aos clientes sobre seus direitos e deveres?,Você recebe mensalmente sua conta de luz?,Por onde você recebe sua conta de luz?,Dê uma nota de 1 até 10 para o prazo entre o recebimento da conta e o vencimento (pagamento) da conta.,"Dê uma nota de 1 até 10 para a conta de luz sem erros, ou seja, com a leitura do seu consumo correta.",Dê uma nota de 1 até 10 para a facilidade no entendimento das informações que estão na conta de luz.,"Dê uma nota de 1 até 10 para a disponibilidade de locais para pagamento (tais como bancos, internet, correios, rede comercial conveniada tais como supermercados, farmácias dentre outros). ",Dê uma nota de 1 até 10 para a data de vencimento da conta de luz.,Você sabia que é possível alterar a data do vencimento da sua fatura?,Mudar a data do vencimento te ajudaria?,"Você já entrou em contato com a EMPRESA DE ENERGIA, qual o canal de comunicação foi utilizado? (qual canal?)",Qual serviço foi solicitado?,Dê uma nota de 1 até 10 para a facilidade para entrar em contato com a empresa quando quiser pedir informações ou serviços.,"Qual nota você atribui para o tempo de espera de atendimento da EMPRESA DE ENERGIA, seja por telefone, agência EMPRESA DE ENERGIA ou colaborador em campo (eletricista, leiturista etc). (notas de 1 até 10)",Qual nota você atribui a agilidade/rapidez do atendimento ao consumidor (pessoa que o atende por telefone ou na agência da EMPRESA DE ENERGIA)? (nota de 1 até 10),"De 1 a 10, qual nota você atribui para o conhecimento que os colaboradores EMPRESA DE ENERGIA têm sobre o assunto, sobre conseguir responder suas dúvidas.","De 1 a 10, qual nota você atribui para facilidade de entendimento das informações dadas pela EMPRESA DE ENERGIA (as informações são claras e fáceis de entender)?","De 1 a 10, qual nota você atribui para a educação e gentileza da equipe?",Dê uma nota de 1 até 10 para o prazo informado pela empresa para a realização dos serviços solicitados pelo consumidor.,"Dê uma nota de 1 até 10 para solução definitiva do problema, ou seja, resolver o problema de uma vez.",Dê uma nota de 1 até 10 para o cumprimento do prazo informado pela empresa para resolver as solicitações dos consumidores.,A EMPRESA DE ENERGIA respeita os direitos dos consumidores?,A EMPRESA DE ENERGIA é justa com os consumidores?,"A EMPRESA DE ENERGIA investe na melhoria da qualidade do fornecimento de energia, ou seja, investe em melhorias do fornecimento de energia, como por exemplo, faz manutenção em transformadores, em fios, em postes etc?",A EMPRESA DE ENERGIA comunica aos seus consumidores sobre a sua atuação e atividades realizadas? (Nota de 1 até 10),"De 1 a 10, a EMPRESA DE ENERGIA combate o consumo irregular da energia elétrica, por exemplo fraudes como gatos, furto de energia etc?",A EMPRESA DE ENERGIA fornece atendimentos sem discriminação ou imparcialidade?,"A EMPRESA DE ENERGIA está disposta a negociar com seus clientes, como por exemplo em parcelamento de faturas?",A EMPRESA DE ENERGIA cuida do meio ambiente?,"A EMPRESA DE ENERGIA é uma empresa preparada organizada para atender casos de emergência (enchentes, deslizamentos de terra, incêndio, tempestades muito fortes com muito vento)?",SATISFACAO_GERAL,Quanto mais ou menos você paga por mês em sua conta de luz?,"Como você considera o valor da conta de energia de 1 a 5, onde 1 é muito caro, 3 normal e 5 muito barato?",Comprometimento (%)
PARÁ,BELEM,NORTE,Feminino,31 - 40,Médio completo,1,1800.0,De 1501 a 2000,1800.0,De 1501 a 2000,De 21 a 30%,5,5,10,Sim,Porteiro/ Síndico,6.0,9,3,6,10,Sim,Impressa e entregue pelo leiturista,6,5,3,3,8,Sim,Não,Agência,Religação de energia,3,4,3,5,2,1,4,3,5,3,5,1,5,3,5,5,1,5,4,458,2.0,25.44
PARÁ,BELEM,NORTE,Masculino,31 - 40,Fundamental completo,5,3500.0,De 3001 a 3500,700.0,De 601 a 700,De 21 a 30%,7,7,7,Sim,Rádio,9.0,4,5,6,10,Sim,Impressa e entregue pelo leiturista,4,4,5,6,8,Sim,Não,Agência,Parcelamento de conta,4,4,4,1,5,5,2,2,1,2,5,4,2,5,2,4,3,3,5,155,1.0,4.43
PARÁ,BELEM,NORTE,Masculino,31 - 40,Superior completo,2,5000.0,De 4501 a 5000,2500.0,Acima de 2000,De 11 a 20%,9,9,7,Sim,Rádio,8.0,7,8,3,5,Não,Impressa e entregue pelo leiturista,9,9,9,8,6,Sim,Não,Agência,Troca de Titularidade,4,2,1,3,2,3,1,1,1,1,4,4,1,2,1,3,3,5,2,385,4.0,7.7
PARÁ,BELEM,NORTE,Masculino,Acima de 60,Superior completo,2,4000.0,De 3501 a 4000,2000.0,De 1501 a 2000,De 11 a 20%,5,5,6,Não,,,7,8,10,7,Sim,Impressa e entregue pelo leiturista,8,9,9,9,2,Não,Não,Aplicativo,Informações gerais,1,1,3,5,4,3,2,2,3,8,7,7,3,3,2,3,1,2,3,249,5.0,6.22
PARÁ,BELEM,NORTE,Masculino,41 - 50,Médio completo,3,1300.0,De 601 a 1500,433.3333333333333,De 401 a 500,De 61 a 70%,8,8,8,Não,,,10,8,8,9,Sim,Site,9,10,4,9,3,Não,Sim,Aplicativo,2ª via de conta,2,3,3,4,2,2,1,5,4,5,3,1,2,1,2,4,3,4,2,283,2.0,21.77
PARÁ,BELEM,NORTE,Masculino,41 - 50,Fundamental incompleto,3,2100.0,De 2001 a 2500,700.0,De 601 a 700,De 41 a 50%,3,3,10,Não,,,6,9,9,4,Sim,Impressa e entregue pelo leiturista,4,1,2,10,8,Sim,Sim,Aplicativo,2ª via de conta,3,3,2,5,5,3,2,5,4,4,5,3,1,2,4,3,2,5,4,323,2.0,15.38
PARÁ,BELEM,NORTE,Feminino,31 - 40,Médio completo,6,3600.0,De 3501 a 4000,600.0,De 501 a 600,De 21 a 30%,10,10,4,Sim,Porteiro/ Síndico,4.0,4,5,9,7,Sim,E-mail,9,9,7,10,1,Não,Sim,Aplicativo,2ª via de conta,3,5,5,3,4,5,4,1,1,6,6,6,5,5,4,5,3,3,1,182,1.0,5.06
PARÁ,BELEM,NORTE,Feminino,Acima de 60,Médio completo,5,4000.0,De 3501 a 4000,800.0,De 701 a 800,De 41 a 50%,3,3,1,Não,,,3,8,3,8,Não,Impressa e entregue pelo leiturista,6,1,6,7,7,Sim,Não,Aplicativo,Informações gerais,4,5,5,4,3,4,5,4,2,8,3,5,2,2,4,2,1,5,5,374,1.0,9.35
PARÁ,BELEM,NORTE,Feminino,31 - 40,Pós Graduação/ Mestrado/ Doutorado,2,3100.0,De 3001 a 3500,1550.0,De 1501 a 2000,De 21 a 30%,9,9,5,Sim,Carro de som,4.0,7,8,9,10,Sim,Impressa e entregue pelo leiturista,10,9,7,4,7,Sim,Não,Aplicativo,2ª via de conta,5,4,4,4,3,5,4,4,5,1,1,3,1,3,2,4,5,2,4,405,1.0,13.06
PARÁ,BELEM,NORTE,Masculino,31 - 40,Médio completo,3,2000.0,De 1501 a 2000,666.6666666666666,De 601 a 700,De 21 a 30%,8,8,4,Não,,,9,9,8,5,Sim,Impressa e entregue pelo leiturista,4,5,6,5,3,Não,Sim,Eletricista/ Leiturista,Informações gerais,3,4,1,4,2,1,5,5,2,7,8,8,3,8,6,3,2,1,4,201,3.0,10.05
PARÁ,BELEM,NORTE,Feminino,18 - 30,Médio completo,1,1600.0,De 1501 a 2000,1600.0,De 1501 a 2000,De 11 a 20%,7,7,10,Sim,Jornal,10.0,4,4,7,5,Sim,Impressa e entregue pelo leiturista,10,5,5,2,4,Não,Sim,Eletricista/ Leiturista,Informações gerais,4,1,1,3,3,2,2,4,1,8,2,3,4,3,4,5,8,5,3,234,4.0,14.62
PARÁ,BELEM,NORTE,Feminino,41 - 50,Analfabeto,4,3866.6666666666665,De 3501 a 4000,966.6666666666666,De 901 a 1000,De 31 a 40%,7,7,7,Sim,Carro de som,6.0,7,10,8,9,Sim,Impressa e entregue pelo leiturista,8,6,2,9,4,Não,Sim,Não se Aplica,,7,8,7,9,7,10,6,6,9,7,7,2,3,4,8,2,8,6,5,387,3.0,10.01
PARÁ,BELEM,NORTE,Masculino,31 - 40,Pós Graduação/ Mestrado/ Doutorado,4,5333.333333333333,Acima de 5000,1333.3333333333333,De 1001 a 1500,De 31 a 40%,4,4,5,Sim,Rádio,9.0,8,7,6,4,Sim,E-mail,2,3,2,9,2,Não,Não,Não se Aplica,,7,9,5,8,8,5,10,6,5,7,6,6,2,6,3,7,7,7,7,462,3.0,8.66
PARÁ,BELEM,NORTE,Masculino,51 - 60,Médio completo,1,2400.0,De 2001 a 2500,2400.0,Acima de 2000,De 11 a 20%,6,6,8,Sim,Jornal,6.0,6,4,10,8,Sim,E-mail,8,4,7,7,3,Não,Não,Não se Aplica,,9,6,7,5,6,6,8,6,5,1,3,7,8,4,5,6,7,5,6,404,2.0,16.83
PARÁ,BELEM,NORTE,Masculino,Acima de 60,Fundamental completo,6,8000.0,Acima de 5000,1333.3333333333333,De 1001 a 1500,De 21 a 30%,9,9,9,Não,,,8,6,6,3,Sim,E-mail,10,9,8,10,3,Não,Sim,Não se Aplica,,10,6,6,9,5,7,8,8,6,6,8,1,8,3,6,6,5,7,8,291,2.0,3.64
PARÁ,BELEM,NORTE,Feminino,31 - 40,Fundamental incompleto,1,1650.0,De 1501 a 2000,1650.0,De 1501 a 2000,De 21 a 30%,2,2,10,Não,,,10,10,9,5,Sim,E-mail,6,5,7,10,9,Sim,Não,Site,,10,9,5,6,8,5,10,5,5,8,7,5,2,8,2,8,7,3,7,374,2.0,22.67
PARÁ,BELEM,NORTE,Feminino,Acima de 60,Analfabeto,4,2666.6666666666665,De 2501 a 3000,666.6666666666666,De 601 a 700,De 61 a 70%,8,3,3,Sim,Jornal,9.0,5,5,7,8,Não,Impressa e entregue pelo leiturista,10,9,5,9,2,Não,Não,Telefone 0800,Falta de energia,3,4,4,7,1,3,5,6,6,7,9,8,10,9,8,3,9,4,8,452,2.0,16.95
PARÁ,BELEM,NORTE,Masculino,41 - 50,Médio completo,1,2400.0,De 2001 a 2500,2400.0,Acima de 2000,De 11 a 20%,3,3,5,Não,,,9,6,7,5,Não,Aplicativo,10,6,6,7,1,Não,Sim,Telefone 0800,Falta de energia,5,10,8,9,10,5,8,10,7,3,1,1,6,4,8,7,7,4,6,468,2.0,19.5
PARÁ,BELEM,NORTE,Masculino,Acima de 60,Médio completo,5,2666.6666666666665,De 2501 a 3000,533.3333333333333,De 501 a 600,De 81 a 90%,8,8,7,Sim,Jornal,7.0,9,5,5,10,Não,Impressa e entregue pelo leiturista,8,4,6,5,2,Não,Sim,Telefone 0800,Informações gerais,5,3,1,5,5,1,9,9,3,5,10,6,6,7,5,5,1,1,9,458,1.0,17.18
PARÁ,BELEM,NORTE,Feminino,41 - 50,Fundamental completo,7,4900.0,De 4501 a 5000,700.0,De 601 a 700,De 61 a 70%,8,8,8,Sim,Rádio,8.0,8,9,8,7,Sim,Impressa e entregue pelo leiturista,7,5,3,5,8,Sim,Não,Telefone 0800,Informações gerais,5,5,9,7,10,5,5,8,9,4,6,9,8,4,8,9,4,9,8,432,3.0,8.82
PARÁ,BELEM,NORTE,Masculino,41 - 50,Médio completo,4,2666.6666666666665,De 2501 a 3000,666.6666666666666,De 601 a 700,De 31 a 40%,5,5,9,Sim,Jornal,6.0,4,9,8,4,Sim,Impressa e entregue pelo leiturista,8,5,6,8,6,Não,Sim,Telefone 0800,Informações gerais,6,8,9,6,8,5,8,7,8,9,8,2,3,7,7,5,2,10,8,220,2.0,8.25
PARÁ,BELEM,NORTE,Feminino,31 - 40,Fundamental incompleto,6,3800.0,De 3501 a 4000,633.3333333333334,De 601 a 700,De 61 a 70%,4,4,5,Não,,,3,9,6,4,Sim,E-mail,10,9,10,9,9,Não,Não,Telefone 0800,Falta de energia,6,9,7,8,5,9,9,8,5,6,5,3,2,3,7,2,4,5,7,397,2.0,10.45
PARÁ,BELEM,NORTE,Masculino,51 - 60,Fundamental incompleto,5,6666.666666666667,Acima de 5000,1333.3333333333335,De 1001 a 1500,De 21 a 30%,7,7,10,Sim,Rádio,4.0,8,9,8,9,Sim,E-mail,9,9,8,9,10,Sim,Sim,Telefone 0800,Falta de energia,6,9,9,7,10,3,10,9,2,7,8,4,4,5,3,2,5,9,10,277,2.0,4.15
PARÁ,BELEM,NORTE,Masculino,41 - 50,Fundamental incompleto,7,4433.333333333333,De 4001 a 4500,633.3333333333333,De 601 a 700,De 61 a 70%,4,4,8,Sim,Rádio,8.0,5,6,9,10,Sim,Impressa e entregue pelo leiturista,4,6,3,3,6,Sim,Não,Telefone 0800,Informações gerais,7,7,8,9,10,8,7,9,7,8,10,10,1,1,7,4,1,7,10,386,2.0,8.71
PARÁ,BELEM,NORTE,Masculino,41 - 50,Médio completo,2,1500.0,De 601 a 1500,750.0,De 701 a 800,De 61 a 70%,7,5,1,Sim,Jornal,7.0,7,3,9,5,Não,Impressa e entregue pelo leiturista,9,4,3,4,6,Não,Não,Telefone 0800,Falta de energia,8,7,6,5,5,8,5,6,7,7,8,5,4,9,4,6,4,6,10,499,3.0,33.27
PARÁ,BELEM,NORTE,Feminino,31 - 40,Analfabeto,2,600.0,Até 600,300.0,De 201 a 300,De 81 a 90%,3,3,10,Sim,Jornal,10.0,8,6,9,7,Sim,Impressa e entregue pelo leiturista,9,10,6,7,1,Não,Não,Telefone 0800,Falta de energia,9,5,7,10,6,6,8,9,6,5,2,4,7,2,1,6,5,8,8,240,3.0,40.0
PARÁ,BELEM,NORTE,Feminino,18 - 30,Analfabeto,3,2000.0,De 1501 a 2000,666.6666666666666,De 601 a 700,De 21 a 30%,2,2,10,Não,,,5,10,7,4,Sim,Impressa e entregue pelo leiturista,8,7,6,9,10,Sim,Sim,Telefone 0800,Falta de energia,9,8,6,5,7,6,5,7,8,5,8,2,6,3,3,2,1,8,7,155,1.0,7.75
PARÁ,BELEM,NORTE,Feminino,31 - 40,Analfabeto,7,6766.666666666667,Acima de 5000,966.6666666666667,De 901 a 1000,De 21 a 30%,6,6,6,Não,,,10,3,5,8,Sim,Impressa e entregue pelo leiturista,8,6,5,9,1,Sim,Sim,Telefone 0800,Informações gerais,9,5,7,10,7,9,6,9,9,9,3,7,1,9,4,6,4,5,6,274,1.0,4.05
PARÁ,BELEM,NORTE,Masculino,31 - 40,Fundamental completo,2,1900.0,De 1501 a 2000,950.0,De 901 a 1000,De 11 a 20%,4,4,4,Não,,,6,3,6,4,Sim,Impressa e entregue pelo leiturista,6,5,3,7,2,Não,Não,WhatsApp,Informações gerais,4,8,5,9,4,1,4,3,6,3,6,2,9,3,3,4,7,10,10,160,3.0,8.42
PARÁ,BELEM,NORTE,Feminino,31 - 40,Médio completo,6,3200.0,De 3001 a 3500,533.3333333333334,De 501 a 600,De 51 a 60%,7,1,7,Sim,Rádio,6.0,6,6,4,7,Não,E-mail,9,9,9,10,9,Não,Sim,WhatsApp,2ª via de conta,5,3,9,8,10,8,4,9,2,3,6,3,4,5,4,1,8,4,8,282,2.0,8.81
PARÁ,BELEM,NORTE,Feminino,Acima de 60,Médio completo,4,1733.3333333333333,De 1501 a 2000,433.3333333333333,De 401 a 500,De 31 a 40%,7,7,5,Sim,Jornal,7.0,5,10,4,7,Sim,E-mail,7,9,8,10,9,Sim,Não,WhatsApp,Informações gerais,8,5,4,3,9,4,10,5,6,7,2,8,4,2,6,2,9,9,9,162,1.0,9.35
PARÁ,BELEM,NORTE,Feminino,18 - 30,Fundamental completo,3,2200.0,De 2001 a 2500,733.3333333333334,De 701 a 800,De 51 a 60%,2,2,2,Não,,,3,10,3,7,Sim,E-mail,4,2,4,8,4,Não,Não,WhatsApp,Informações gerais,8,6,4,5,2,7,10,7,3,3,2,5,2,9,2,6,2,8,7,443,1.0,20.14
PARÁ,BELEM,NORTE,Feminino,51 - 60,Médio completo,2,2200.0,De 2001 a 2500,1100.0,De 1001 a 1500,De 21 a 30%,6,4,5,Não,,,8,8,8,5,Sim,Impressa e entregue pelo leiturista,5,4,5,3,2,Sim,Sim,WhatsApp,Informações gerais,9,4,6,1,2,3,10,2,9,7,8,3,1,3,4,3,5,7,7,286,2.0,13.0
PARÁ,BELEM,NORTE,Feminino,18 - 30,Analfabeto,5,2500.0,De 2001 a 2500,500.0,De 401 a 500,De 71 a 80%,10,5,5,Não,,,9,8,9,4,Não,Impressa e entregue pelo leiturista,7,4,7,8,3,Não,Sim,WhatsApp,2ª via de conta,10,9,6,7,6,10,6,9,8,8,9,5,8,5,2,1,4,8,10,379,1.0,15.16
PARÁ,BELEM,NORTE,Feminino,51 - 60,Médio completo,1,2500.0,De 2001 a 2500,2500.0,Acima de 2000,De 11 a 20%,6,6,3,Não,,,9,8,8,6,Sim,Impressa e entregue pelo leiturista,5,6,3,6,6,Sim,Não,WhatsApp,Falta de energia,10,3,10,3,9,5,5,6,9,8,5,3,9,1,1,2,5,3,9,476,3.0,19.04
PARÁ,CASTANHAL,NORDESTE,Masculino,41 - 50,Superior completo,2,4000.0,De 3501 a 4000,2000.0,De 1501 a 2000,De 11 a 20%,3,3,7,Não,,,9,5,3,4,Não,Impressa e entregue pelo leiturista,10,9,10,9,2,Não,Não,Agência,Religação de energia,4,2,1,2,3,5,1,5,2,5,6,4,1,2,1,3,3,5,3,380,3.0,9.5
PARÁ,CASTANHAL,NORDESTE,Feminino,31 - 40,Superior completo,4,6666.666666666667,Acima de 5000,1666.6666666666667,De 1501 a 2000,De 21 a 30%,9,9,3,Sim,Porteiro/ Síndico,10.0,8,9,9,5,Sim,E-mail,8,9,10,10,8,Sim,Sim,Aplicativo,Informações gerais,1,5,3,3,2,3,2,4,1,5,2,3,2,5,4,2,1,1,4,376,2.0,5.64
PARÁ,CASTANHAL,NORDESTE,Masculino,31 - 40,Fundamental completo,1,2400.0,De 2001 a 2500,2400.0,Acima de 2000,De 11 a 20%,5,5,5,Sim,Rádio,10.0,7,9,4,10,Não,E-mail,8,9,9,10,8,Sim,Sim,Aplicativo,2ª via de conta,5,2,2,2,1,1,1,5,1,5,2,5,3,4,2,1,2,5,1,478,3.0,19.92
PARÁ,CASTANHAL,NORDESTE,Masculino,18 - 30,Médio completo,4,2933.3333333333335,De 2501 a 3000,733.3333333333334,De 701 a 800,De 61 a 70%,7,7,7,Sim,Jornal,6.0,3,9,3,8,Sim,Impressa e entregue pelo leiturista,5,3,7,8,6,Não,Não,Aplicativo,Parcelamento de conta,5,4,3,1,5,1,1,4,1,5,4,4,3,5,4,2,5,5,1,448,2.0,15.27
PARÁ,CASTANHAL,NORDESTE,Feminino,31 - 40,Pós Graduação/ Mestrado/ Doutorado,2,5000.0,De 4501 a 5000,2500.0,Acima de 2000,Menos que 10%,5,5,10,Não,,,3,7,5,10,Sim,Impressa e entregue pelo leiturista,10,9,10,9,4,Não,Não,E-mail,Reclamação,9,7,6,5,10,6,8,8,7,3,6,5,6,3,4,8,1,7,5,202,3.0,4.04
PARÁ,CASTANHAL,NORDESTE,Feminino,31 - 40,Superior completo,3,3500.0,De 3001 a 3500,1166.6666666666667,De 1001 a 1500,De 11 a 20%,8,8,9,Não,,,8,7,6,10,Sim,E-mail,7,9,7,5,7,Não,Sim,Não se Aplica,,5,6,6,5,10,8,9,10,7,4,5,8,7,5,1,3,4,4,9,228,4.0,6.51
PARÁ,CASTANHAL,NORDESTE,Masculino,41 - 50,Médio completo,2,1650.0,De 1501 a 2000,825.0,De 801 a 900,De 31 a 40%,2,2,7,Não,,,9,9,4,9,Sim,E-mail,10,9,10,9,3,Não,Sim,Não se Aplica,,9,7,6,9,10,8,10,5,9,7,1,8,6,1,8,4,2,7,7,257,2.0,15.58
PARÁ,CASTANHAL,NORDESTE,Masculino,Acima de 60,Médio completo,4,2000.0,De 1501 a 2000,500.0,De 401 a 500,De 71 a 80%,1,1,1,Não,,,6,5,6,5,Sim,E-mail,8,9,9,9,4,Sim,Não,Telefone 0800,Informações gerais,8,4,1,6,5,9,8,4,6,6,7,8,3,6,3,7,2,5,6,395,3.0,19.75
PARÁ,CASTANHAL,NORDESTE,Masculino,41 - 50,Fundamental completo,1,1500.0,De 601 a 1500,1500.0,De 1001 a 1500,De 21 a 30%,9,9,9,Sim,Jornal,7.0,5,8,7,10,Sim,Impressa e entregue pelo leiturista,6,1,4,6,10,Sim,Não,Telefone 0800,Falta de energia,9,8,7,7,6,8,8,6,5,8,7,6,7,10,4,7,8,7,5,369,3.0,24.6
PARÁ,CASTANHAL,NORDESTE,Feminino,31 - 40,Fundamental incompleto,4,2533.3333333333335,De 2501 a 3000,633.3333333333334,De 601 a 700,De 61 a 70%,9,9,5,Não,,,8,4,10,10,Não,Impressa e entregue pelo leiturista,7,4,6,3,9,Sim,Não,Telefone 0800,Informações gerais,10,7,8,5,9,10,7,9,10,1,8,4,1,7,6,2,1,4,8,389,1.0,15.36
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Analfabeto,6,6000.0,Acima de 5000,1000.0,De 901 a 1000,De 41 a 50%,6,6,6,Não,,,9,6,7,3,Não,Impressa e entregue pelo leiturista,2,7,6,6,10,Sim,Não,Agência,Ligação nova de energia,2,1,1,3,5,1,2,3,5,6,5,3,3,1,5,2,5,2,4,447,2.0,7.45
PARÁ,SANTARÉM,OESTE,Masculino,18 - 30,Médio completo,5,6666.666666666667,Acima de 5000,1333.3333333333335,De 1001 a 1500,De 11 a 20%,7,7,8,Não,,,5,10,5,6,Sim,Impressa e entregue pelo leiturista,9,5,5,9,3,Não,Sim,Agência,Ligação nova de energia,2,3,1,1,4,3,4,4,4,4,2,6,5,1,4,2,2,2,3,170,1.0,2.55
PARÁ,SANTARÉM,OESTE,Feminino,31 - 40,Médio completo,3,2200.0,De 2001 a 2500,733.3333333333334,De 701 a 800,De 51 a 60%,3,3,7,Não,,,7,8,6,5,Sim,Impressa e entregue pelo leiturista,7,2,5,7,3,Não,Não,Agência,Religação de energia,3,3,5,4,5,2,2,1,1,3,6,5,1,5,5,2,1,5,4,398,2.0,18.09
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Fundamental incompleto,6,4800.0,De 4501 a 5000,800.0,De 701 a 800,De 41 a 50%,4,4,7,Não,,,7,5,8,7,Não,Impressa e entregue pelo leiturista,7,4,6,3,8,Sim,Sim,Agência,Religação de energia,3,2,3,5,2,2,3,4,1,1,4,4,3,3,1,5,5,3,3,378,1.0,7.88
PARÁ,SANTARÉM,OESTE,Feminino,31 - 40,Fundamental incompleto,1,1650.0,De 1501 a 2000,1650.0,De 1501 a 2000,De 21 a 30%,2,2,9,Sim,Rádio,5.0,9,7,5,7,Sim,Impressa e entregue pelo leiturista,9,5,5,5,4,Não,Não,Agência,Falta de energia,4,1,2,5,3,5,4,5,2,2,3,3,1,1,5,1,1,5,5,497,1.0,30.12
PARÁ,SANTARÉM,OESTE,Masculino,18 - 30,Médio completo,5,3333.3333333333335,De 3001 a 3500,666.6666666666667,De 601 a 700,De 31 a 40%,6,4,8,Não,,,9,10,9,10,Não,E-mail,8,9,9,8,4,Não,Sim,Agência,Parcelamento de conta,4,5,1,4,2,5,4,1,3,3,1,1,3,1,5,4,5,4,2,258,2.0,7.74
PARÁ,SANTARÉM,OESTE,Feminino,51 - 60,Superior completo,3,3800.0,De 3501 a 4000,1266.6666666666667,De 1001 a 1500,De 31 a 40%,5,5,10,Não,,,9,6,5,4,Sim,Impressa e entregue pelo leiturista,10,9,9,10,7,Não,Não,Agência,Parcelamento de conta,4,2,4,2,1,2,3,5,4,4,4,6,1,2,2,1,1,3,1,489,3.0,12.87
PARÁ,SANTARÉM,OESTE,Masculino,51 - 60,Superior completo,7,9333.333333333334,Acima de 5000,1333.3333333333335,De 1001 a 1500,De 11 a 20%,6,4,8,Não,,,5,3,7,10,Não,Impressa e entregue pelo leiturista,8,4,7,8,10,Não,Sim,Agência,Falta de energia,5,2,4,4,2,5,3,2,4,3,1,6,5,2,1,2,1,5,1,184,3.0,1.97
PARÁ,SANTARÉM,OESTE,Masculino,Acima de 60,Analfabeto,1,1500.0,De 601 a 1500,1500.0,De 1001 a 1500,De 21 a 30%,8,8,8,Não,,,3,9,4,4,Não,Impressa e entregue pelo leiturista,10,7,1,8,9,Sim,Não,Aplicativo,Informações gerais,1,4,1,2,4,1,2,3,2,1,2,4,3,4,3,2,1,1,4,394,1.0,26.27
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Fundamental completo,4,2533.3333333333335,De 2501 a 3000,633.3333333333334,De 601 a 700,De 41 a 50%,6,6,6,Sim,Jornal,7.0,9,5,6,7,Sim,Impressa e entregue pelo leiturista,10,5,1,9,6,Não,Sim,Aplicativo,2ª via de conta,1,4,2,5,3,2,5,5,3,2,5,1,5,2,1,4,4,3,4,276,3.0,10.89
PARÁ,SANTARÉM,OESTE,Masculino,51 - 60,Fundamental completo,3,1900.0,De 1501 a 2000,633.3333333333334,De 601 a 700,De 41 a 50%,10,5,5,Não,,,10,10,7,10,Sim,E-mail,10,9,10,9,4,Sim,Não,Aplicativo,2ª via de conta,5,2,5,5,4,1,3,1,5,5,8,4,7,2,5,4,3,4,3,298,2.0,15.68
PARÁ,SANTARÉM,OESTE,Masculino,18 - 30,Pós Graduação/ Mestrado/ Doutorado,4,4133.333333333333,De 4001 a 4500,1033.3333333333333,De 1001 a 1500,De 41 a 50%,3,3,9,Não,,,10,7,8,4,Sim,E-mail,9,6,3,6,3,Não,Sim,Eletricista/ Leiturista,Informações gerais,3,3,2,1,1,4,4,1,2,8,8,1,1,3,2,6,3,3,1,474,3.0,11.47
PARÁ,SANTARÉM,OESTE,Feminino,Acima de 60,Médio completo,4,2400.0,De 2001 a 2500,600.0,De 501 a 600,De 31 a 40%,4,4,10,Sim,Carro de som,9.0,6,4,9,7,Sim,Impressa e entregue pelo leiturista,6,5,3,6,7,Sim,Não,Eletricista/ Leiturista,Informações gerais,10,10,9,9,5,8,9,6,5,5,1,6,4,3,8,2,4,1,1,222,3.0,9.25
PARÁ,SANTARÉM,OESTE,Feminino,31 - 40,Fundamental incompleto,5,4000.0,De 3501 a 4000,800.0,De 701 a 800,De 51 a 60%,10,10,7,Sim,Jornal,4.0,3,5,4,6,Não,E-mail,10,9,9,9,3,Não,Sim,E-mail,Informações gerais,7,6,9,9,8,5,8,5,5,8,7,4,5,6,3,7,6,8,8,430,1.0,10.75
PARÁ,SANTARÉM,OESTE,Masculino,31 - 40,Fundamental completo,7,5133.333333333333,Acima de 5000,733.3333333333333,De 701 a 800,De 51 a 60%,7,1,10,Não,,,5,5,10,9,Não,E-mail,7,9,8,10,9,Não,Não,Não se Aplica,,6,10,7,5,5,5,8,10,7,2,8,2,6,3,2,8,6,5,10,431,3.0,8.4
